DateTime,Entries,UniqueIPs
1490192422,10130,10647
1490193393,10128,10645
1490194335,10137,10655
1490195411,10166,10686
1490196498,10156,10676
1490197461,10173,10692
1490198514,10180,10701
1490199645,10156,10673
1490200584,10128,10638
1490201541,10177,10694
1490202510,10171,10686
1490203458,10195,10713
1490204424,10192,10704
1490205387,10148,10652
1490206356,10158,10660
1490207318,10184,10685
1490208270,10198,10700
1490209334,10211,10714
1490210427,10256,10762
1490211649,10238,10742
1490212602,10192,10697
1490213554,10219,10731
1490214512,10225,10737
1490215470,10152,10662
1490217149,10178,10687
1490218109,10151,10663
1490219071,10137,10648
1490220115,10131,10648
1490221232,10136,10662
1490222185,10134,10658
1490223134,10138,10663
1490224109,10132,10659
1490225055,10131,10660
1490226020,10129,10661
1490226990,10120,10650
1490227950,10111,10646
1490228915,10102,10635
1490229869,10117,10649
1490230902,10113,10648
1490232032,10112,10646
1490232990,10100,10632
1490233943,10087,10619
1490234933,10066,10593
1490235853,10067,10594
1490236823,10045,10571
1490237792,10047,10571
1490238755,10061,10589
1490239716,10053,10585
1490240673,10032,10562
1490241706,10023,10547
1490242823,10030,10551
1490243781,10033,10556
1490244749,10031,10551
1490245703,10056,10574
1490246655,10059,10578
1490247621,10052,10567
1490248590,10039,10551
1490249560,10035,10548
1490250512,10042,10552
1490251474,10033,10547
1490252511,10014,10524
1490253634,10003,10515
1490254586,9981,10490
1490255561,9935,10435
1490256509,8408,8864
1490257458,6778,7214
1490258503,6428,6854
1490259411,6152,6573
1490260355,6088,6505
1490261317,5944,6365
1490262269,5889,6308
1490263338,5833,6246
1490264426,5709,6116
1490265393,5644,6054
1490266335,5885,6321
1490267302,6036,6501
1490268265,6148,6636
1490269220,6228,6728
1490270180,6245,6744
1490271141,6245,6744
1490272100,6246,6743
1490273052,6256,6756
1490274104,6259,6758
1490275222,6243,6741
1490276207,6248,6743
1490277157,6253,6749
1490278124,6268,6767
1490279076,6301,6797
1490280034,6373,6888
1490280987,6401,6934
1490281943,6411,6945
1490282906,6423,6959
1490283850,6463,7003
1490284918,6419,6955
1490286044,6449,6986
1490286986,6449,6988
1490287980,6449,6983
1490289175,6453,6988
1490290121,6450,6986
1490291062,6446,6983
1490292114,6437,6966
1490293216,6438,6968
1490294203,6429,6959
1490295404,6444,6976
1490296358,6448,6980
1490297319,6430,6961
1490298284,6420,6943
1490299317,6414,6938
1490300414,6408,6935
1490301398,6410,6935
1490302347,6407,6929
1490303298,6429,6953
1490304270,6425,6950
1490305224,6423,6949
1490306177,6434,6958
1490307159,6427,6946
1490308123,6423,6944
1490309067,6417,6937
1490310127,6411,6932
1490311236,6420,6942
1490312177,6409,6928
1490313153,6407,6924
1490314129,6397,6912
1490315063,6398,6913
1490316042,6409,6920
1490316993,6413,6920
1490317962,6408,6918
1490318910,6404,6914
1490319875,6387,6897
1490320913,6381,6890
1490322039,6385,6899
1490322987,6368,6881
1490323950,6378,6893
1490324907,6371,6880
1490325856,6354,6860
1490326823,6357,6863
1490327812,6346,6847
1490328750,6333,6833
1490329718,6328,6827
1490330676,6323,6822
1490331714,6331,6835
1490332832,6334,6840
1490333802,6325,6827
1490334748,6315,6813
1490335714,6294,6793
